"Year","Rank","Book_Title","Author","Rating","Num_Customers_Rated","Price"
2018,100,"Xanathar's Guide to Everything (Dungeons & Dragons)","Wizards RPG Team",4.9,11311,26.99
2019,1,"Where the Crawdads Sing","Delia Owens",4.8,126302,4.65
2019,2,"Becoming (182 GRAND)","Michelle Obama",4.8,84760,3.96
2019,3,"Educated: A Memoir","Tara Westover",4.7,39707,19.6
2019,4,"Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7)","Dav Pilkey",4.9,13076,6.43
2019,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","Rachel Hollis",4.6,24244,9.94
2019,6,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)","Dav Pilkey",4.9,17504,8
2019,7,"Wrecking Ball (Diary of a Wimpy Kid Book 14)","Jeff Kinney",4.9,12578,9.48
2019,8,"The Wonderful Things You Will Be","Emily Winfield Martin",4.9,12069,1.94
2019,9,"School Zone - Big Preschool Workbook - Ages 3 to 5, Colors, Shapes, Numbers 1-10, Early Math, Alphabet, Pre-Writing…","School Zone",4.8,39021,8.19
2019,10,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,37832,1.5
2019,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Rachel Hollis",4.6,10177,9.99
2019,12,"The Wonky Donkey","Craig Smith",4.8,43716,2.75
2019,13,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",4.6,37305,15.57
2019,14,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)","M Prefontaine",4.6,12830,5.48
2019,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat",4.8,10983,20.96
2019,16,"The Very Hungry Caterpillar","Eric Carle",4.9,30371,0.94
2019,17,"What Should Danny Do? (The Power to Choose Series)","Adir Levy",4.8,12153,13.19
2019,18,"It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered","Lysa TerKeurst",4.8,10896,17.48
2019,19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","Hopscotch Girls",4.8,15585,7.52
2019,20,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,37010,5.72
2019,21,"Unfreedom of the Press","Mark R. Levin",4.9,7372,11
2019,22,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)","Dav Pilkey",4.9,10683,4.98
2019,23,"Giraffes Can't Dance (Board Book)","Giles Andreae",4.8,20385,0.94
2019,24,"If Animals Kissed Good Night","Ann Whitford Paul",4.8,29939,4.79
2019,25,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16856,8.98
2019,26,"Howard Stern Comes Again","Howard Stern",4.4,6433,18.38
2019,27,"Guts","Raina Telgemeier",4.8,7864,7.01
2019,28,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",4.5,24520,0.94
2019,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)","J. K. Rowling",4.9,11592,22.48
2019,30,"National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books)","Amy Shields",4.8,11033,8.99
2019,31,"Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…","Jennifer Smith",4.4,9705,8.99
2019,32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.",4.8,19872,12.71
2019,33,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal","Pretty Simple Press",4.6,15371,6.99
2019,34,"Goodnight Moon","Margaret Wise Brown",4.9,13055,0.25
2019,35,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos",4.3,18251,6.99
2019,36,"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)","Silly Bear",4.8,9451,4.99
2019,37,"Strange Planet (Strange Planet Series)","Nathan W. Pyle",4.9,12198,9.31
2019,38,"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team",4.8,24160,18.99
2019,39,"The Silent Patient","Alex Michaelides",4.5,50122,10.4
2019,40,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)","National Geographic Kids",4.8,11286,11.97
2019,41,"To Kill a Mockingbird","Harper Lee",4.8,35374,2.25
2019,42,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero",4.7,20403,1.4
2019,43,"National Geographic Kids Why?: Over 1,111 Answers to Everything","Crispin Boyer",4.8,7629,11.25
2019,44,"Can't Hurt Me: Master Your Mind and Defy the Odds","David Goggins",4.8,25506,17.94
2019,45,"The Guardians: A Novel","John Grisham",4.5,19082,13.99
2019,46,"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",4.7,16302,5.68
2019,47,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness","Dave Ramsey",4.7,16204,3.81
2019,48,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,21233,5
2019,49,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…","Dinah Bucholz",4.7,14079,4.62
2019,50,"The Mueller Report","The Washington Post",4.6,3366,1.38
2019,51,"Zen as F*ck (Zen as F*ck Journals)","Monica Sweeney",4.7,13843,3.05
2019,52,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","Robert T. Kiyosaki",4.7,37521,6.99
2019,53,"The Institute: A Novel","Stephen King",4.7,19074,14.95
2019,54,"The Testaments: The Sequel to The Handmaid's Tale","Margaret Atwood",4.6,16173,2.38
2019,55,"Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters","Scholastic",4.8,11748,10.79
2019,56,"Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering","Paper Peony Press",4.5,11115,6.99
2019,57,"Carson Dellosa First Words Flash Cards—Double-Sided, Common Words With Illustrations, Basic Animals, Food, Objects…","Brighter Child",4.8,26052,2.52
2019,58,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","James Clear",4.8,21640,11.98
2019,59,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World","Admiral William H. McRaven",4.7,14473,4.25
2019,60,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",4.7,15647,2.82
2019,61,"Sapiens: A Brief History of Humankind","Yuval Noah Harari",4.6,32903,9.42
2019,62,"What to Expect When You're Expecting","Heidi Murkoff",4.7,13058,9.89
2019,63,"Where the Crawdads Sing","Delia Owens",4.8,126302,6.08
2019,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Brené Brown",4.8,6890,13.07
2019,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",4.7,41982,4.31
2019,66,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,10383,15.99
2019,67,"The Pout-Pout Fish","Deborah Diesen",4.9,13899,0.35
2019,68,"Talking to Strangers: What We Should Know about the People We Don't Know","Malcolm Gladwell",4.5,8551,14.3
2019,69,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,15249,0.94
2019,70,"The Overstory: A Novel","Richard Powers",4.4,7876,11.39
2019,71,"Fahrenheit 451","Ray Bradbury",4.6,15019,1.27
2019,72,"StrengthsFinder 2.0","Tom Rath",4,5517,15.79
2019,73,"12 Rules for Life: An Antidote to Chaos","Jordan B. Peterson",4.7,27209,9.63
2019,74,"Eleanor Oliphant Is Completely Fine: A Novel","Gail Honeyman",4.5,32755,12.78
2019,75,"Me: Elton John Official Autobiography","Elton John",4.8,13527,2.92
2019,76,"The Road Back to You: An Enneagram Journey to Self-Discovery","Ian Morgan Cron",4.7,5900,14.35
2019,77,"The Tattooist of Auschwitz: A Novel","Heather Morris",4.7,31328,8.91
2019,78,"People of Walmart.com Adult Coloring Book: Rolling Back Dignity (OFFICIAL People of Walmart Coloring Books)","Andrew Kipple",4.7,6544,3.23
2019,79,"The Great Gatsby","F. Scott Fitzgerald",4.4,10814,8.74
2019,80,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat","America's Test Kitchen Kids",4.8,8803,6.92
2019,81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth","Rachel Maddow",4.8,5957,2.17
2019,82,"Love You Forever","Robert Munsch",4.9,26343,0.25
2019,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","Jen Fisch",4.4,7463,6.76
2019,84,"The Giving Tree","Shel Silverstein",4.9,15066,1.7
2019,85,"Dragons Love Tacos","Adam Rubin",4.7,7764,9.5
2019,86,"How to Win Friends & Influence People","Dale Carnegie",4.7,33580,5.28
2019,87,"Magnolia Table","Joanna Gaines",4.8,14203,16.59
2019,88,"The Obesity Code (Unlocking the Secrets of Weight Loss) (BOOK 1)","Jason Fung",4.6,13908,5
2019,89,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates…","Mary Pope Osborne",4.8,8170,2.64
2019,90,"Then She Was Gone: A Novel","Lisa Jewell",4.5,21151,8.6
2019,91,"The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West","David McCullough",4.5,4192,18.93
2019,92,"Wacky Waving Inflatable Tube Guy (RP Minis)","Conor Riordan",4,16895,7.82
2019,93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal…","Anthony William",4.7,7132,19.29
2019,94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Valorie Schaefer",4.8,13659,0.94
2019,95,"There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library)","Tish Rabe",4.8,11992,0.94
2019,96,"How to Draw 101 Animals (1)","Dan Green",4.7,10629,0.9
2019,97,"Unicorn Activity Book for Kids Ages 4-8: A Fun Kid Workbook Game For Learning, Coloring, Dot To Dot, Mazes, Word Search…","Activity Slayer",4.7,4923,6.97
2019,98,"Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes (1)","Suzanne Ryan",4.6,6907,7.09
2019,99,"The Outsiders","S. E. Hinton",4.8,14704,5.89
2019,100,"The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition","Crazy Corey",4.6,6471,4.89
2020,1,"A Promised Land","Barack Obama",4.9,34830,27
2020,2,"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man","Mary L. Trump Ph.D.",4.6,84008,19.58
2020,3,"Where the Crawdads Sing","Delia Owens",4.8,126619,4.55
2020,4,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring…","Crystal Radke",4.8,38398,5.39
2020,5,"Midnight Sun","Stephenie Meyer",4.8,53493,13.32
2020,6,"Untamed","Glennon Doyle",4.6,32702,15.89
2020,7,"If Animals Kissed Good Night","Ann Whitford Paul",4.8,30125,4.79
2020,8,"White Fragility: Why It's So Hard for White People to Talk About Racism","Robin DiAngelo",4.5,27495,9.6
2020,9,"School Zone - Big Preschool Workbook - Ages 3 to 5, Colors, Shapes, Numbers 1-10, Early Math, Alphabet, Pre-Writing…","School Zone",4.8,39151,8.19
2020,10,"The Room Where It Happened: A White House Memoir","John Bolton",4.3,40348,11.97
2020,11,"The Ballad of Songbirds and Snakes (A Hunger Games Novel)","Suzanne Collins",4.7,32448,14.38
2020,12,"Dog Man: Grime and Punishment: From the Creator of Captain Underpants (Dog Man #9) (9)","Dav Pilkey",4.9,22821,6.49
2020,13,"The Very Hungry Caterpillar","Eric Carle",4.9,30478,0.94
2020,14,"Becoming (182 GRAND)","Michelle Obama",4.8,85004,3.9
2020,15,"How to Be an Antiracist","Ibram X. Kendi",4.8,17181,9.29
2020,16,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,37153,5.72
2020,17,"Rage","Bob Woodward",4.7,23281,12
2020,18,"Caste (Oprah's Book Club): The Origins of Our Discontents","Isabel Wilkerson",4.8,15671,19.02
2020,19,"Greenlights","Matthew McConaughey",4.7,13189,18
2020,20,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","Hopscotch Girls",4.8,15680,7.44
2020,21,"American Dirt (Oprah's Book Club): A Novel","Jeanine Cummins",4.6,31834,16.75
2020,22,"The Boy, the Mole, the Fox and the Horse","Charlie Mackesy",4.8,37452,13.49
2020,23,"Little Fires Everywhere: A Novel","Celeste Ng",4.5,38374,10.2
2020,24,"The Deep End (Diary of a Wimpy Kid Book 15)","Jeff Kinney",4.9,14069,7.38
2020,25,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","James Clear",4.8,21757,11.98
2020,26,"I Love You to the Moon and Back","Amelia Hepworth",4.9,17886,2
2020,27,"How to Catch a Mermaid","Adam Wallace",4.8,13724,1.68
2020,28,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","Erik Larson",4.7,11733,14.77
2020,29,"How to Catch a Unicorn","Adam Wallace",4.8,14990,2
2020,30,"Giraffes Can't Dance (Board Book)","Giles Andreae",4.8,20456,0.94
2020,31,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr.",4.9,21291,5
2020,32,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,37948,1.5
2020,33,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering","Joanna Gaines",4.9,13359,20.79
2020,34,"The Vanishing Half: A Novel","Brit Bennett",4.5,27698,16.2
2020,35,"Modern Comfort Food: A Barefoot Contessa Cookbook","Ina Garten",4.8,7584,21
2020,36,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal","Shannon Roberts",4.8,19249,9.95
2020,37,"The Wonky Donkey","Craig Smith",4.8,43878,2.75
2020,38,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.",4.8,19943,10.18
2020,39,"Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!","Workman Publishing",4.8,9064,5.9
2020,40,"Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers","Workman Publishing",4.8,10357,7.29
2020,41,"What Should Danny Do? (The Power to Choose Series)","Adir Levy",4.8,12201,13.19
2020,42,"Wacky Waving Inflatable Tube Guy (RP Minis)","Conor Riordan",4,17065,7.82
2020,43,"The Silent Patient","Alex Michaelides",4.5,50320,10.4
2020,44,"The Big Book of Silly Jokes for Kids (Big Book of Silly Jokes for Kids Series)","Carole P. Roman",4.7,9583,8.94
2020,45,"Chicka Chicka Boom Boom (Board Book)","Bill Martin Jr.",4.9,17374,4.59
2020,46,"Live Free Or Die: America (and the World) on the Brink","Sean Hannity",4.8,17624,15
2020,47,"Burn After Writing","Sharon Jones",4.6,20964,8.24
2020,48,"Get Out of Your Head: Stopping the Spiral of Toxic Thoughts","Jennie Allen",4.7,10574,10.41
2020,49,"Human Body Activity Book for Kids: Hands-On Fun for Grades K-3","Ph.D.",4.7,12315,5.39
2020,50,"Educated: A Memoir","Tara Westover",4.7,39810,19.6
2020,51,"Then She Was Gone: A Novel","Lisa Jewell",4.5,21218,8.6
2020,52,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)","M Prefontaine",4.6,12927,5.48
2020,53,"1984 (Signet Classics)","George Orwell",4.7,33332,3.11
2020,54,"Humans","Brandon Stanton",4.9,7099,17.5
2020,55,"Goodnight Moon","Margaret Wise Brown",4.9,13090,0.25
2020,56,"I've Loved You Since Forever","Hoda Kotb",4.8,14069,2.5
2020,57,"Just Mercy: A Story of Justice and Redemption","Bryan Stevenson",4.8,15340,3.04
2020,58,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","Robert T. Kiyosaki",4.7,37622,6.99
2020,59,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat","America's Test Kitchen Kids",4.8,8864,6.87
2020,60,"Publication Manual of the American Psychological Association: 7th Edition, 2020 Copyright","American Psychological Association",4.8,12650,20.59
2020,61,"First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for…","Deborah Schecter",4.7,13358,10.2
2020,62,"The Mamba Mentality: How I Play","Kobe Bryant",4.9,12179,18.77
2020,63,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts…","School Zone",4.7,13375,2.67
2020,64,"There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library)","Tish Rabe",4.8,12048,0.94
2020,65,"Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump","Michael Cohen",4.6,21801,16.15
2020,66,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)","Tanya Emelyanova",4.8,9319,0.93
2020,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",4.7,42085,4.31
2020,68,"To Kill a Mockingbird","Harper Lee",4.8,35453,2.18
2020,69,"Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians)","Rick Riordan",4.9,14924,21
2020,70,"Magnolia Table","Joanna Gaines",4.8,14266,16.59
2020,71,"Llama Llama Loves Camping","Anna Dewdney",4.7,11122,1.35
2020,72,"So You Want to Talk About Race","Ijeoma Oluo",4.8,8542,10.19
2020,73,"Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation","Candace Owens",4.9,11281,19.91
2020,74,"How to Draw 101 Animals (1)","Dan Green",4.7,10684,0.9
2020,75,"Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for…","Crystal Chatterton",4.7,7917,8.99
2020,76,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…","Dinah Bucholz",4.7,14166,4.57
2020,77,"A Time for Mercy (Jake Brigance)","John Grisham",4.6,26258,16.79
2020,78,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16877,8.98
2020,79,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal","Pretty Simple Press",4.6,15459,6.99
2020,80,"The Pout-Pout Fish","Deborah Diesen",4.9,13944,0.35
2020,81,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)","Dav Pilkey",4.9,17561,8
2020,82,"Where's Spot?","Eric Hill",4.8,14081,1.23
2020,83,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Samin Nosrat",4.8,11025,20.96
2020,84,"Man's Search for Meaning","Viktor E. Frankl",4.7,23253,8.39
2020,85,"Ready Player Two: A Novel","Ernest Cline",4.2,8883,17.39
2020,86,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching…","Modern Kid Press",4.7,10257,6.99
2020,87,"Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner)","Ibram X. Kendi",4.8,7996,7.38
2020,88,"Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals)","Monica Sweeney",4.7,10041,8.99
2020,89,"The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","Benjamin Graham",4.7,15468,14.29
2020,90,"The Wonderful Things You Will Be","Emily Winfield Martin",4.9,12089,1.9
2020,91,"Carson Dellosa First Words Flash Cards—Double-Sided, Common Words With Illustrations, Basic Animals, Food, Objects…","Brighter Child",4.8,26146,2.52
2020,92,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life","Mark Manson",4.6,37407,15.8
2020,93,"Love You Forever","Robert Munsch",4.9,26363,0.25
2020,94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates…","Mary Pope Osborne",4.8,8212,2.56
2020,95,"Zen as F*ck (Zen as F*ck Journals)","Monica Sweeney",4.7,13899,3.02
2020,96,"Relationship Goals: How to Win at Dating, Marriage, and Sex","Michael Todd",4.8,13775,10.49
2020,97,"The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series)","Steve Doocy",4.7,7923,20.98
2020,98,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy…","Modern Kid Press",4.7,9455,6.99
2020,99,"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",4.7,16340,5.68
2020,100,"Player's Handbook (Dungeons & Dragons)","Wizards RPG Team",4.8,24240,17.98
